user,project,event_type,timestamp,date
user_1,projekt_1,start,18-01-2025 10:15:00,18-01-2025
user_1,projekt_1,stop,18-01-2025 13:58:00,18-01-2025
user_1,projekt_1,start,18-01-2025 14:23:00,18-01-2025
user_1,projekt_1,stop,18-01-2025 16:23:00,18-01-2025
user_1,projekt_2,start,18-01-2025 17:17:00,18-01-2025
user_1,projekt_2,stop,18-01-2025 19:10:00,18-01-2025
user_1,projekt_3,start,18-01-2025 19:58:00,18-01-2025
user_1,projekt_3,stop,18-01-2025 21:52:00,18-01-2025
user_1,projekt_1,start,18-01-2025 22:32:00,18-01-2025
user_1,projekt_1,stop,19-01-2025 00:29:00,18-01-2025
user_1,projekt_2,start,19-01-2025 01:00:00,18-01-2025
user_1,projekt_2,stop,19-01-2025 02:58:00,18-01-2025
user_1,projekt_2,start,19-01-2025 09:24:00,19-01-2025
user_1,projekt_2,stop,19-01-2025 12:46:00,19-01-2025
user_1,projekt_1,start,19-01-2025 13:37:00,19-01-2025
user_1,projekt_1,stop,19-01-2025 15:32:00,19-01-2025
user_1,projekt_4,start,19-01-2025 16:19:00,19-01-2025
user_1,projekt_4,stop,19-01-2025 18:19:00,19-01-2025
user_1,projekt_1,start,19-01-2025 18:39:00,19-01-2025
user_1,projekt_1,stop,19-01-2025 20:32:00,19-01-2025
user_1,projekt_4,start,19-01-2025 21:16:00,19-01-2025
user_1,projekt_4,stop,19-01-2025 23:10:00,19-01-2025
user_1,projekt_2,start,20-01-2025 00:01:00,19-01-2025
user_1,projekt_2,stop,20-01-2025 02:00:00,19-01-2025
user_1,projekt_3,start,20-01-2025 09:13:00,20-01-2025
user_1,projekt_3,stop,20-01-2025 11:44:00,20-01-2025
user_1,projekt_4,start,20-01-2025 12:00:00,20-01-2025
user_1,projekt_4,stop,20-01-2025 13:59:00,20-01-2025
user_1,projekt_4,start,20-01-2025 14:45:00,20-01-2025
user_1,projekt_4,stop,20-01-2025 16:43:00,20-01-2025
user_1,projekt_1,start,20-01-2025 16:59:00,20-01-2025
user_1,projekt_1,stop,20-01-2025 18:51:00,20-01-2025
user_1,projekt_4,start,20-01-2025 19:28:00,20-01-2025
user_1,projekt_4,stop,20-01-2025 21:28:00,20-01-2025
user_1,projekt_1,start,20-01-2025 22:06:00,20-01-2025
user_1,projekt_1,stop,20-01-2025 23:58:00,20-01-2025
user_1,projekt_1,start,21-01-2025 10:55:00,21-01-2025
user_1,projekt_1,stop,21-01-2025 14:17:00,21-01-2025
user_1,projekt_3,start,21-01-2025 14:42:00,21-01-2025
user_1,projekt_3,stop,21-01-2025 16:35:00,21-01-2025
user_1,projekt_3,start,21-01-2025 17:04:00,21-01-2025
user_1,projekt_3,stop,21-01-2025 18:57:00,21-01-2025
user_1,projekt_4,start,21-01-2025 19:56:00,21-01-2025
user_1,projekt_4,stop,21-01-2025 21:56:00,21-01-2025
user_1,projekt_1,start,21-01-2025 22:30:00,21-01-2025
user_1,projekt_1,stop,22-01-2025 00:29:00,21-01-2025
user_1,projekt_3,start,22-01-2025 01:28:00,21-01-2025
user_1,projekt_3,stop,22-01-2025 03:27:00,21-01-2025
user_1,projekt_2,start,22-01-2025 09:21:00,22-01-2025
user_1,projekt_2,stop,22-01-2025 15:11:00,22-01-2025
user_1,projekt_3,start,22-01-2025 15:33:00,22-01-2025
user_1,projekt_3,stop,22-01-2025 17:25:00,22-01-2025
user_1,projekt_1,start,22-01-2025 17:39:00,22-01-2025
user_1,projekt_1,stop,22-01-2025 19:35:00,22-01-2025
user_1,projekt_4,start,22-01-2025 19:57:00,22-01-2025
user_1,projekt_4,stop,22-01-2025 21:52:00,22-01-2025
user_1,projekt_4,start,22-01-2025 21:53:00,22-01-2025
user_1,projekt_4,stop,22-01-2025 23:47:00,22-01-2025
user_1,projekt_3,start,23-01-2025 09:16:00,23-01-2025
user_1,projekt_3,stop,23-01-2025 13:10:00,23-01-2025
user_1,projekt_2,start,23-01-2025 13:55:00,23-01-2025
user_1,projekt_2,stop,23-01-2025 15:54:00,23-01-2025
user_1,projekt_4,start,23-01-2025 16:12:00,23-01-2025
user_1,projekt_4,stop,23-01-2025 18:06:00,23-01-2025
user_1,projekt_4,start,23-01-2025 18:41:00,23-01-2025
user_1,projekt_4,stop,23-01-2025 20:34:00,23-01-2025
user_1,projekt_3,start,23-01-2025 21:11:00,23-01-2025
user_1,projekt_3,stop,23-01-2025 23:09:00,23-01-2025
user_1,projekt_4,start,24-01-2025 00:07:00,23-01-2025
user_1,projekt_4,stop,24-01-2025 02:03:00,23-01-2025
user_1,projekt_1,start,24-01-2025 09:15:00,24-01-2025
user_1,projekt_1,stop,24-01-2025 16:25:00,24-01-2025
user_1,projekt_3,start,24-01-2025 17:19:00,24-01-2025
user_1,projekt_3,stop,24-01-2025 19:12:00,24-01-2025
user_1,projekt_2,start,24-01-2025 19:44:00,24-01-2025
user_1,projekt_2,stop,24-01-2025 21:44:00,24-01-2025
user_1,projekt_4,start,24-01-2025 22:17:00,24-01-2025
user_1,projekt_4,stop,25-01-2025 00:15:00,24-01-2025
user_1,projekt_1,start,25-01-2025 10:43:00,25-01-2025
user_1,projekt_1,stop,25-01-2025 14:48:00,25-01-2025
user_1,projekt_2,start,25-01-2025 14:59:00,25-01-2025
user_1,projekt_2,stop,25-01-2025 16:55:00,25-01-2025
user_1,projekt_2,start,25-01-2025 17:26:00,25-01-2025
user_1,projekt_2,stop,25-01-2025 19:24:00,25-01-2025
user_1,projekt_2,start,25-01-2025 19:43:00,25-01-2025
user_1,projekt_2,stop,25-01-2025 21:43:00,25-01-2025
user_1,projekt_4,start,25-01-2025 22:35:00,25-01-2025
user_1,projekt_4,stop,26-01-2025 00:32:00,25-01-2025
user_1,projekt_3,start,26-01-2025 01:14:00,25-01-2025
user_1,projekt_3,stop,26-01-2025 03:10:00,25-01-2025
user_1,projekt_2,start,26-01-2025 09:55:00,26-01-2025
user_1,projekt_2,stop,26-01-2025 12:20:00,26-01-2025
user_1,projekt_1,start,26-01-2025 12:46:00,26-01-2025
user_1,projekt_1,stop,26-01-2025 14:39:00,26-01-2025
user_1,projekt_3,start,26-01-2025 15:37:00,26-01-2025
user_1,projekt_3,stop,26-01-2025 17:32:00,26-01-2025
user_1,projekt_1,start,26-01-2025 18:03:00,26-01-2025
user_1,projekt_1,stop,26-01-2025 19:55:00,26-01-2025
user_1,projekt_4,start,26-01-2025 20:19:00,26-01-2025
user_1,projekt_4,stop,26-01-2025 22:13:00,26-01-2025
user_1,projekt_1,start,26-01-2025 23:11:00,26-01-2025
user_1,projekt_1,stop,27-01-2025 01:04:00,26-01-2025
user_1,projekt_1,start,27-01-2025 01:08:00,26-01-2025
user_1,projekt_1,stop,27-01-2025 03:02:00,26-01-2025
user_1,projekt_3,start,27-01-2025 09:23:00,27-01-2025
user_1,projekt_3,stop,27-01-2025 11:34:00,27-01-2025
user_1,projekt_3,start,27-01-2025 12:20:00,27-01-2025
user_1,projekt_3,stop,27-01-2025 14:13:00,27-01-2025
user_1,projekt_3,start,27-01-2025 14:47:00,27-01-2025
user_1,projekt_3,stop,27-01-2025 16:45:00,27-01-2025
user_1,projekt_2,start,27-01-2025 17:24:00,27-01-2025
user_1,projekt_2,stop,27-01-2025 19:17:00,27-01-2025
user_1,projekt_1,start,27-01-2025 19:57:00,27-01-2025
user_1,projekt_1,stop,27-01-2025 21:53:00,27-01-2025
user_1,projekt_3,start,27-01-2025 22:08:00,27-01-2025
user_1,projekt_3,stop,28-01-2025 00:01:00,27-01-2025
user_1,projekt_2,start,28-01-2025 00:49:00,27-01-2025
user_1,projekt_2,stop,28-01-2025 02:44:00,27-01-2025
user_1,projekt_4,start,28-01-2025 10:18:00,28-01-2025
user_1,projekt_4,stop,28-01-2025 16:58:00,28-01-2025
user_1,projekt_2,start,28-01-2025 17:56:00,28-01-2025
user_1,projekt_2,stop,28-01-2025 19:50:00,28-01-2025
user_1,projekt_4,start,28-01-2025 20:10:00,28-01-2025
user_1,projekt_4,stop,28-01-2025 22:02:00,28-01-2025
user_1,projekt_4,start,28-01-2025 22:33:00,28-01-2025
user_1,projekt_4,stop,29-01-2025 00:33:00,28-01-2025
user_2,projekt_3,start,18-01-2025 10:59:00,18-01-2025
user_2,projekt_3,stop,18-01-2025 14:28:00,18-01-2025
user_2,projekt_3,start,18-01-2025 15:28:00,18-01-2025
user_2,projekt_3,stop,18-01-2025 17:28:00,18-01-2025
user_2,projekt_2,start,18-01-2025 18:28:00,18-01-2025
user_2,projekt_2,stop,18-01-2025 20:23:00,18-01-2025
user_2,projekt_1,start,18-01-2025 21:03:00,18-01-2025
user_2,projekt_1,stop,18-01-2025 22:58:00,18-01-2025
user_2,projekt_1,start,18-01-2025 23:26:00,18-01-2025
user_2,projekt_1,stop,19-01-2025 01:19:00,18-01-2025
user_2,projekt_2,start,19-01-2025 02:11:00,18-01-2025
user_2,projekt_2,stop,19-01-2025 04:03:00,18-01-2025
user_2,projekt_2,start,19-01-2025 10:48:00,19-01-2025
user_2,projekt_2,stop,19-01-2025 16:32:00,19-01-2025
user_2,projekt_1,start,19-01-2025 17:09:00,19-01-2025
user_2,projekt_1,stop,19-01-2025 19:08:00,19-01-2025
user_2,projekt_3,start,19-01-2025 19:55:00,19-01-2025
user_2,projekt_3,stop,19-01-2025 21:48:00,19-01-2025
user_2,projekt_2,start,19-01-2025 21:51:00,19-01-2025
user_2,projekt_2,stop,19-01-2025 23:51:00,19-01-2025
user_2,projekt_1,start,20-01-2025 00:02:00,19-01-2025
user_2,projekt_1,stop,20-01-2025 02:02:00,19-01-2025
user_2,projekt_1,start,20-01-2025 09:14:00,20-01-2025
user_2,projekt_1,stop,20-01-2025 14:15:00,20-01-2025
user_2,projekt_4,start,20-01-2025 14:30:00,20-01-2025
user_2,projekt_4,stop,20-01-2025 16:23:00,20-01-2025
user_2,projekt_3,start,20-01-2025 17:12:00,20-01-2025
user_2,projekt_3,stop,20-01-2025 19:10:00,20-01-2025
user_2,projekt_1,start,20-01-2025 19:44:00,20-01-2025
user_2,projekt_1,stop,20-01-2025 21:40:00,20-01-2025
user_2,projekt_4,start,20-01-2025 21:46:00,20-01-2025
user_2,projekt_4,stop,20-01-2025 23:42:00,20-01-2025
user_2,projekt_3,start,21-01-2025 09:25:00,21-01-2025
user_2,projekt_3,stop,21-01-2025 11:32:00,21-01-2025
user_2,projekt_2,start,21-01-2025 11:43:00,21-01-2025
user_2,projekt_2,stop,21-01-2025 13:40:00,21-01-2025
user_2,projekt_1,start,21-01-2025 14:01:00,21-01-2025
user_2,projekt_1,stop,21-01-2025 15:58:00,21-01-2025
user_2,projekt_1,start,21-01-2025 16:46:00,21-01-2025
user_2,projekt_1,stop,21-01-2025 18:40:00,21-01-2025
user_2,projekt_3,start,21-01-2025 19:29:00,21-01-2025
user_2,projekt_3,stop,21-01-2025 21:22:00,21-01-2025
user_2,projekt_3,start,21-01-2025 21:52:00,21-01-2025
user_2,projekt_3,stop,21-01-2025 23:48:00,21-01-2025
user_2,projekt_2,start,22-01-2025 00:30:00,21-01-2025
user_2,projekt_2,stop,22-01-2025 02:26:00,21-01-2025
user_2,projekt_3,start,22-01-2025 09:00:00,22-01-2025
user_2,projekt_3,stop,22-01-2025 15:45:00,22-01-2025
user_2,projekt_3,start,22-01-2025 15:56:00,22-01-2025
