user,project,event_type,timestamp,date
user_1,projekt_1,start,07-02-2025 09:50:00,07-02-2025
user_1,projekt_1,stop,07-02-2025 12:03:00,07-02-2025
user_1,projekt_1,start,08-02-2025 14:25:00,08-02-2025
user_1,projekt_1,stop,08-02-2025 16:29:00,08-02-2025
user_1,projekt_1,start,09-02-2025 02:56:00,09-02-2025
user_1,projekt_1,stop,09-02-2025 05:33:00,09-02-2025
user_1,projekt_1,start,10-02-2025 05:52:00,10-02-2025
user_1,projekt_1,stop,10-02-2025 16:53:00,10-02-2025
user_1,projekt_1,start,11-02-2025 12:46:00,11-02-2025
user_1,projekt_1,stop,11-02-2025 15:05:00,11-02-2025
user_1,projekt_1,start,12-02-2025 02:34:00,12-02-2025
user_1,projekt_1,stop,12-02-2025 05:23:00,12-02-2025
user_1,projekt_1,start,06-02-2025 12:37:00,06-02-2025
user_1,projekt_1,stop,06-02-2025 17:07:00,06-02-2025
user_1,projekt_1,start,07-02-2025 10:12:00,07-02-2025
user_1,projekt_1,stop,07-02-2025 16:31:00,07-02-2025
user_1,projekt_1,start,08-02-2025 04:19:00,08-02-2025
user_1,projekt_1,stop,08-02-2025 16:48:00,08-02-2025
user_1,projekt_1,start,09-02-2025 15:38:00,09-02-2025
user_1,projekt_1,stop,09-02-2025 16:34:00,09-02-2025
user_1,projekt_1,start,10-02-2025 11:10:00,10-02-2025
user_1,projekt_1,stop,10-02-2025 16:26:00,10-02-2025
user_1,projekt_1,start,11-02-2025 07:40:00,11-02-2025
user_1,projekt_1,stop,11-02-2025 13:29:00,11-02-2025
user_1,projekt_1,start,12-02-2025 15:10:00,12-02-2025
user_1,projekt_1,stop,12-02-2025 16:16:00,12-02-2025
user_1,projekt_1,start,06-02-2025 02:46:00,06-02-2025
user_1,projekt_1,stop,06-02-2025 05:33:00,06-02-2025
user_1,projekt_1,start,07-02-2025 12:49:00,07-02-2025
user_1,projekt_1,stop,07-02-2025 16:56:00,07-02-2025
user_1,projekt_1,start,08-02-2025 09:12:00,08-02-2025
user_1,projekt_1,stop,08-02-2025 13:40:00,08-02-2025
user_1,projekt_1,start,09-02-2025 06:54:00,09-02-2025
user_1,projekt_1,stop,09-02-2025 08:16:00,09-02-2025
user_2,projekt_1,start,07-02-2025 15:38:00,07-02-2025
user_2,projekt_1,stop,07-02-2025 16:52:00,07-02-2025
user_2,projekt_1,start,08-02-2025 13:14:00,08-02-2025
user_2,projekt_1,stop,08-02-2025 15:31:00,08-02-2025
user_2,projekt_1,start,09-02-2025 02:36:00,09-02-2025
user_2,projekt_1,stop,09-02-2025 17:02:00,09-02-2025
user_2,projekt_1,start,10-02-2025 13:32:00,10-02-2025
user_2,projekt_1,stop,10-02-2025 15:35:00,10-02-2025
user_2,projekt_1,start,11-02-2025 15:47:00,11-02-2025
user_2,projekt_1,stop,11-02-2025 16:59:00,11-02-2025
user_2,projekt_1,start,12-02-2025 03:27:00,12-02-2025
user_2,projekt_1,stop,12-02-2025 07:41:00,12-02-2025
user_2,projekt_1,start,06-02-2025 04:04:00,06-02-2025
user_2,projekt_1,stop,06-02-2025 10:17:00,06-02-2025
user_2,projekt_1,start,07-02-2025 16:31:00,07-02-2025
user_2,projekt_1,stop,07-02-2025 17:54:00,07-02-2025
user_2,projekt_1,start,08-02-2025 07:36:00,08-02-2025
user_2,projekt_1,stop,08-02-2025 12:36:00,08-02-2025
user_2,projekt_1,start,09-02-2025 03:31:00,09-02-2025
user_2,projekt_1,stop,09-02-2025 05:07:00,09-02-2025
user_2,projekt_1,start,10-02-2025 08:18:00,10-02-2025
user_2,projekt_1,stop,10-02-2025 16:42:00,10-02-2025
user_2,projekt_1,start,11-02-2025 08:09:00,11-02-2025
user_2,projekt_1,stop,11-02-2025 15:13:00,11-02-2025
